Marker ID,bpm (s),Participant,File Type
_ch0_neuron0,63.0024,2,exp-events
_ch0_neuron0,63.5409,2,exp-events
_neuron0threshhig15569,0.0,2,exp-events
_neuron0threshlow12738,0.0,2,exp-events
_ch0_neuron0,0.7045,20,bs-events
_ch0_neuron0,1.6574,20,bs-events
_ch0_neuron0,2.5835,20,bs-events
_ch0_neuron0,3.5819,20,bs-events
_ch0_neuron0,4.5918,20,bs-events
_ch0_neuron0,5.5805,20,bs-events
_ch0_neuron0,6.4891,20,bs-events
_ch0_neuron0,7.3386,20,bs-events
_ch0_neuron0,8.1591,20,bs-events
_ch0_neuron0,9.0364,20,bs-events
_ch0_neuron0,10.018,20,bs-events
_ch0_neuron0,11.042,20,bs-events
_ch0_neuron0,12.0584,20,bs-events
_ch0_neuron0,12.974,20,bs-events
_ch0_neuron0,13.8321,20,bs-events
_ch0_neuron0,14.6373,20,bs-events
_neuron0threshhig13366,0.0,20,bs-events
_neuron0threshlow10092,0.0,20,bs-events
_ch0_neuron0,0.0316,20,exp-events
_ch0_neuron0,0.6409,20,exp-events
_ch0_neuron0,0.828,20,exp-events
_ch0_neuron0,1.2091,20,exp-events
_ch0_neuron0,1.754,20,exp-events
_ch0_neuron0,2.2899,20,exp-events
_ch0_neuron0,2.8467,20,exp-events
_ch0_neuron0,3.538,20,exp-events
_ch0_neuron0,4.3471,20,exp-events
_ch0_neuron0,5.0957,20,exp-events
_ch0_neuron0,5.806,20,exp-events
_ch0_neuron0,6.4514,20,exp-events
_ch0_neuron0,7.0565,20,exp-events
_ch0_neuron0,7.6496,20,exp-events
_ch0_neuron0,8.2487,20,exp-events
_ch0_neuron0,8.9009,20,exp-events
_ch0_neuron0,9.5943,20,exp-events
_ch0_neuron0,9.7868,20,exp-events
_ch0_neuron0,10.2922,20,exp-events
_ch0_neuron0,10.9445,20,exp-events
_ch0_neuron0,11.5635,20,exp-events
_ch0_neuron0,12.1594,20,exp-events
_ch0_neuron0,12.7655,20,exp-events
_ch0_neuron0,13.457,20,exp-events
_ch0_neuron0,14.1773,20,exp-events
_ch0_neuron0,14.8835,20,exp-events
_ch0_neuron0,15.5375,20,exp-events
_ch0_neuron0,16.1581,20,exp-events
_ch0_neuron0,16.758,20,exp-events
_ch0_neuron0,17.3717,20,exp-events
_ch0_neuron0,18.041,20,exp-events
_ch0_neuron0,18.7648,20,exp-events
_ch0_neuron0,19.5042,20,exp-events
_ch0_neuron0,20.1767,20,exp-events
_ch0_neuron0,20.8059,20,exp-events
_ch0_neuron0,21.4139,20,exp-events
_ch0_neuron0,22.0456,20,exp-events
_ch0_neuron0,22.7373,20,exp-events
_ch0_neuron0,23.4506,20,exp-events
_ch0_neuron0,24.1292,20,exp-events
_ch0_neuron0,24.7827,20,exp-events
_ch0_neuron0,25.4195,20,exp-events
_ch0_neuron0,26.1145,20,exp-events
_ch0_neuron0,26.8707,20,exp-events
_ch0_neuron0,27.5909,20,exp-events
_ch0_neuron0,28.2672,20,exp-events
_ch0_neuron0,28.9076,20,exp-events
_ch0_neuron0,29.5468,20,exp-events
_ch0_neuron0,30.2361,20,exp-events
_ch0_neuron0,31.1159,20,exp-events
_ch0_neuron0,31.9573,20,exp-events
_ch0_neuron0,32.7478,20,exp-events
_ch0_neuron0,33.4977,20,exp-events
_ch0_neuron0,34.1838,20,exp-events
_ch0_neuron0,34.8172,20,exp-events
_ch0_neuron0,35.417,20,exp-events
_ch0_neuron0,36.0108,20,exp-events
_ch0_neuron0,36.6951,20,exp-events
_ch0_neuron0,37.6715,20,exp-events
_ch0_neuron0,38.5834,20,exp-events
_ch0_neuron0,39.431,20,exp-events
_ch0_neuron0,40.1374,20,exp-events
_ch0_neuron0,40.786,20,exp-events
_ch0_neuron0,41.4195,20,exp-events
_ch0_neuron0,42.0876,20,exp-events
_ch0_neuron0,42.8359,20,exp-events
_ch0_neuron0,43.639,20,exp-events
_ch0_neuron0,44.4215,20,exp-events
_ch0_neuron0,45.1277,20,exp-events
_ch0_neuron0,45.7916,20,exp-events
_ch0_neuron0,46.4323,20,exp-events
_ch0_neuron0,47.1021,20,exp-events
_ch0_neuron0,47.8286,20,exp-events
_ch0_neuron0,48.6303,20,exp-events
_ch0_neuron0,49.3602,20,exp-events
_ch0_neuron0,50.0389,20,exp-events
_ch0_neuron0,50.6913,20,exp-events
_ch0_neuron0,51.3765,20,exp-events
_ch0_neuron0,52.1387,20,exp-events
_ch0_neuron0,52.9007,20,exp-events
_ch0_neuron0,53.6141,20,exp-events
_ch0_neuron0,54.2898,20,exp-events
_ch0_neuron0,54.9324,20,exp-events
_ch0_neuron0,55.5774,20,exp-events
_ch0_neuron0,56.2973,20,exp-events
_ch0_neuron0,57.1234,20,exp-events
_ch0_neuron0,57.9214,20,exp-events
_ch0_neuron0,58.6392,20,exp-events
_ch0_neuron0,59.3184,20,exp-events
_ch0_neuron0,60.0131,20,exp-events
_neuron0threshhig14566,0.0,20,exp-events
_neuron0threshlow9656,0.0,20,exp-events
_ch0_neuron0,0.4116,21,bs-events
_ch0_neuron0,1.2152,21,bs-events
_ch0_neuron0,1.9873,21,bs-events
_ch0_neuron0,2.7987,21,bs-events
_ch0_neuron0,3.5909,21,bs-events
_ch0_neuron0,4.3811,21,bs-events
_ch0_neuron0,5.2562,21,bs-events
_ch0_neuron0,6.2077,21,bs-events
_ch0_neuron0,7.1217,21,bs-events
_ch0_neuron0,7.9611,21,bs-events
_ch0_neuron0,8.8259,21,bs-events
_ch0_neuron0,9.6795,21,bs-events
_ch0_neuron0,10.546,21,bs-events
_ch0_neuron0,11.2827,21,bs-events
_ch0_neuron0,11.9888,21,bs-events
_ch0_neuron0,12.6571,21,bs-events
_ch0_neuron0,13.3771,21,bs-events
_ch0_neuron0,14.1758,21,bs-events
_ch0_neuron0,14.9775,21,bs-events
_neuron0threshhig7048,0.0,21,bs-events
_neuron0threshlow4030,0.0,21,bs-events
_ch0_neuron0,0.2402,21,exp-events
_ch0_neuron0,0.847,21,exp-events
_ch0_neuron0,1.4397,21,exp-events
_ch0_neuron0,2.0602,21,exp-events
_ch0_neuron0,2.4849,21,exp-events
_ch0_neuron0,2.5052,21,exp-events
_ch0_neuron0,2.6054,21,exp-events
_ch0_neuron0,2.7665,21,exp-events
_ch0_neuron0,2.8666,21,exp-events
_ch0_neuron0,3.7518,21,exp-events
_ch0_neuron0,4.5362,21,exp-events
_ch0_neuron0,5.2797,21,exp-events
_ch0_neuron0,5.5406,21,exp-events
_ch0_neuron0,5.9534,21,exp-events
_ch0_neuron0,6.605,21,exp-events
_ch0_neuron0,7.211,21,exp-events
_ch0_neuron0,7.883,21,exp-events
_ch0_neuron0,8.5287,21,exp-events
_ch0_neuron0,9.189,21,exp-events
_ch0_neuron0,9.909,21,exp-events
_ch0_neuron0,10.6112,21,exp-events
_ch0_neuron0,11.3558,21,exp-events
_ch0_neuron0,12.1428,21,exp-events
_ch0_neuron0,12.8411,21,exp-events
_ch0_neuron0,13.5117,21,exp-events
_ch0_neuron0,14.2196,21,exp-events
_ch0_neuron0,14.873,21,exp-events
_ch0_neuron0,15.5355,21,exp-events
_ch0_neuron0,16.1622,21,exp-events
_ch0_neuron0,16.8788,21,exp-events
_ch0_neuron0,17.7483,21,exp-events
_ch0_neuron0,18.5724,21,exp-events
_ch0_neuron0,19.3125,21,exp-events
_ch0_neuron0,20.0066,21,exp-events
_ch0_neuron0,20.6886,21,exp-events
_ch0_neuron0,21.3569,21,exp-events
_ch0_neuron0,22.1706,21,exp-events
_ch0_neuron0,22.9803,21,exp-events
_ch0_neuron0,23.8531,21,exp-events
_ch0_neuron0,24.749,21,exp-events
_ch0_neuron0,25.6096,21,exp-events
_ch0_neuron0,26.4505,21,exp-events
_ch0_neuron0,27.1586,21,exp-events
_ch0_neuron0,27.8082,21,exp-events
_ch0_neuron0,28.4807,21,exp-events
_ch0_neuron0,29.4544,21,exp-events
_ch0_neuron0,30.2565,21,exp-events
_ch0_neuron0,31.1435,21,exp-events
_ch0_neuron0,31.9467,21,exp-events
_ch0_neuron0,32.7744,21,exp-events
_ch0_neuron0,34.6365,21,exp-events
_ch0_neuron0,35.5992,21,exp-events
_ch0_neuron0,36.2513,21,exp-events
_ch0_neuron0,36.4634,21,exp-events
_ch0_neuron0,37.3292,21,exp-events
_ch0_neuron0,38.1404,21,exp-events
_ch0_neuron0,38.7218,21,exp-events
_ch0_neuron0,38.9417,21,exp-events
_ch0_neuron0,39.7865,21,exp-events
_ch0_neuron0,40.611,21,exp-events
_ch0_neuron0,41.2926,21,exp-events
_ch0_neuron0,42.0072,21,exp-events
_ch0_neuron0,43.0329,21,exp-events
_ch0_neuron0,44.0919,21,exp-events
_ch0_neuron0,45.1113,21,exp-events
_ch0_neuron0,46.1158,21,exp-events
_ch0_neuron0,47.1521,21,exp-events
_ch0_neuron0,48.0993,21,exp-events
_ch0_neuron0,48.9504,21,exp-events
_ch0_neuron0,49.805,21,exp-events
_ch0_neuron0,50.5664,21,exp-events
_ch0_neuron0,51.1379,21,exp-events
_ch0_neuron0,51.3725,21,exp-events
_ch0_neuron0,52.1831,21,exp-events
_ch0_neuron0,53.0223,21,exp-events
_ch0_neuron0,54.8506,21,exp-events
_ch0_neuron0,56.7592,21,exp-events
_ch0_neuron0,57.7796,21,exp-events
_ch0_neuron0,58.7427,21,exp-events
_ch0_neuron0,59.7111,21,exp-events
_neuron0threshhig-4259,0.0,21,exp-events
_neuron0threshlow-9264,0.0,21,exp-events
_ch0_neuron0,0.4221,22,bs-events
_ch0_neuron0,1.2411,22,bs-events
_ch0_neuron0,2.0978,22,bs-events
_ch0_neuron0,2.9713,22,bs-events
_ch0_neuron0,3.7417,22,bs-events
_ch0_neuron0,4.5344,22,bs-events
_ch0_neuron0,5.3799,22,bs-events
_ch0_neuron0,6.3036,22,bs-events
_ch0_neuron0,7.1159,22,bs-events
_ch0_neuron0,7.9962,22,bs-events
_ch0_neuron0,8.9855,22,bs-events
_ch0_neuron0,9.9908,22,bs-events
_ch0_neuron0,10.9175,22,bs-events
_ch0_neuron0,11.7792,22,bs-events
_ch0_neuron0,12.6869,22,bs-events
_ch0_neuron0,13.6131,22,bs-events
_ch0_neuron0,14.5492,22,bs-events
_ch0_neuron0,15.3618,22,bs-events
_neuron0threshhig15569,0.0,22,bs-events
_neuron0threshlow10603,0.0,22,bs-events
_ch0_neuron0,0.3757,22,exp-events
_ch0_neuron0,0.5502,22,exp-events
_ch0_neuron0,0.8592,22,exp-events
_ch0_neuron0,1.3766,22,exp-events
_ch0_neuron0,1.9368,22,exp-events
_ch0_neuron0,2.486,22,exp-events
_ch0_neuron0,3.0371,22,exp-events
_ch0_neuron0,3.6518,22,exp-events
_ch0_neuron0,4.4082,22,exp-events
_ch0_neuron0,5.0117,22,exp-events
_ch0_neuron0,5.5961,22,exp-events
_ch0_neuron0,6.1925,22,exp-events
_ch0_neuron0,6.8096,22,exp-events
_ch0_neuron0,7.4302,22,exp-events
_ch0_neuron0,8.024,22,exp-events
_ch0_neuron0,8.6279,22,exp-events
_ch0_neuron0,9.2562,22,exp-events
_ch0_neuron0,9.9332,22,exp-events
_ch0_neuron0,10.5765,22,exp-events
_ch0_neuron0,11.2082,22,exp-events
_ch0_neuron0,11.8665,22,exp-events
_ch0_neuron0,12.5778,22,exp-events
_ch0_neuron0,13.254,22,exp-events
_ch0_neuron0,13.8979,22,exp-events
_ch0_neuron0,14.5686,22,exp-events
_ch0_neuron0,15.2826,22,exp-events
_ch0_neuron0,15.9332,22,exp-events
_ch0_neuron0,16.5703,22,exp-events
_ch0_neuron0,17.2445,22,exp-events
_ch0_neuron0,17.9492,22,exp-events
_ch0_neuron0,18.5968,22,exp-events
_ch0_neuron0,19.2446,22,exp-events
_ch0_neuron0,19.9489,22,exp-events
_ch0_neuron0,20.664,22,exp-events
_ch0_neuron0,21.3266,22,exp-events
_ch0_neuron0,22.0207,22,exp-events
_ch0_neuron0,22.7541,22,exp-events
_ch0_neuron0,23.4419,22,exp-events
_ch0_neuron0,24.1058,22,exp-events
_ch0_neuron0,24.8059,22,exp-events
_ch0_neuron0,25.5498,22,exp-events
_ch0_neuron0,26.3136,22,exp-events
_ch0_neuron0,27.0191,22,exp-events
_ch0_neuron0,27.7381,22,exp-events
_ch0_neuron0,28.5236,22,exp-events
_ch0_neuron0,29.2884,22,exp-events
_ch0_neuron0,29.9829,22,exp-events
_ch0_neuron0,30.7289,22,exp-events
_ch0_neuron0,31.5102,22,exp-events
_ch0_neuron0,32.2094,22,exp-events
_ch0_neuron0,32.9247,22,exp-events
_ch0_neuron0,33.6949,22,exp-events
_ch0_neuron0,34.416,22,exp-events
_ch0_neuron0,35.1015,22,exp-events
_ch0_neuron0,35.8255,22,exp-events
_ch0_neuron0,36.6261,22,exp-events
_ch0_neuron0,37.6079,22,exp-events
_ch0_neuron0,38.527,22,exp-events
_ch0_neuron0,39.3155,22,exp-events
_ch0_neuron0,40.0751,22,exp-events
_ch0_neuron0,40.8459,22,exp-events
_ch0_neuron0,41.634,22,exp-events
_ch0_neuron0,42.3488,22,exp-events
_ch0_neuron0,43.0534,22,exp-events
_ch0_neuron0,43.8051,22,exp-events
_ch0_neuron0,44.5909,22,exp-events
_ch0_neuron0,45.3142,22,exp-events
_ch0_neuron0,46.0279,22,exp-events
_ch0_neuron0,46.7727,22,exp-events
_ch0_neuron0,47.5669,22,exp-events
_ch0_neuron0,48.3347,22,exp-events
_ch0_neuron0,49.055,22,exp-events
_ch0_neuron0,49.8054,22,exp-events
_ch0_neuron0,50.5934,22,exp-events
_ch0_neuron0,51.4007,22,exp-events
_ch0_neuron0,52.1486,22,exp-events
_ch0_neuron0,52.9086,22,exp-events
_ch0_neuron0,53.7016,22,exp-events
_ch0_neuron0,54.5484,22,exp-events
_ch0_neuron0,55.3379,22,exp-events
_ch0_neuron0,56.0894,22,exp-events
_ch0_neuron0,56.8559,22,exp-events
_ch0_neuron0,57.6431,22,exp-events
_ch0_neuron0,58.4723,22,exp-events
_ch0_neuron0,59.2321,22,exp-events
_ch0_neuron0,59.9654,22,exp-events
_neuron0threshhig15569,0.0,22,exp-events
_neuron0threshlow6232,0.0,22,exp-events
_ch0_neuron0,0.0235,23,bs-events
_ch0_neuron0,0.6048,23,bs-events
_ch0_neuron0,1.1732,23,bs-events
_ch0_neuron0,1.7388,23,bs-events
_ch0_neuron0,2.3129,23,bs-events
_ch0_neuron0,2.9102,23,bs-events
_ch0_neuron0,3.5425,23,bs-events
_ch0_neuron0,4.2203,23,bs-events
_ch0_neuron0,4.9818,23,bs-events
_ch0_neuron0,5.839,23,bs-events
_ch0_neuron0,6.6504,23,bs-events
_ch0_neuron0,7.4439,23,bs-events
_ch0_neuron0,8.2256,23,bs-events
_ch0_neuron0,8.988,23,bs-events
_ch0_neuron0,9.7292,23,bs-events
_ch0_neuron0,10.4283,23,bs-events
_ch0_neuron0,11.1339,23,bs-events
_ch0_neuron0,11.8833,23,bs-events
_ch0_neuron0,12.6387,23,bs-events
_ch0_neuron0,13.3697,23,bs-events
_ch0_neuron0,14.1262,23,bs-events
_ch0_neuron0,14.9223,23,bs-events
_neuron0threshhig15569,0.0,23,bs-events
_neuron0threshlow12440,0.0,23,bs-events
_ch0_neuron0,0.4725,23,exp-events
_ch0_neuron0,0.9642,23,exp-events
_ch0_neuron0,1.4473,23,exp-events
_ch0_neuron0,1.9363,23,exp-events
_ch0_neuron0,2.4293,23,exp-events
_ch0_neuron0,2.924,23,exp-events
_ch0_neuron0,3.4092,23,exp-events
_ch0_neuron0,3.8908,23,exp-events
_ch0_neuron0,4.3679,23,exp-events
_ch0_neuron0,4.8381,23,exp-events
_ch0_neuron0,5.3087,23,exp-events
_ch0_neuron0,5.7778,23,exp-events
_ch0_neuron0,6.2489,23,exp-events
_ch0_neuron0,6.7269,23,exp-events
_ch0_neuron0,7.2019,23,exp-events
_ch0_neuron0,7.6732,23,exp-events
_ch0_neuron0,8.1393,23,exp-events
_ch0_neuron0,8.6078,23,exp-events
_ch0_neuron0,9.0795,23,exp-events
_ch0_neuron0,9.5683,23,exp-events
_ch0_neuron0,10.083,23,exp-events
_ch0_neuron0,10.5993,23,exp-events
_ch0_neuron0,11.1012,23,exp-events
_ch0_neuron0,11.6013,23,exp-events
_ch0_neuron0,12.1201,23,exp-events
_ch0_neuron0,12.6437,23,exp-events
_ch0_neuron0,13.1672,23,exp-events
_ch0_neuron0,13.6783,23,exp-events
_ch0_neuron0,14.1886,23,exp-events
_ch0_neuron0,14.7044,23,exp-events
_ch0_neuron0,15.2221,23,exp-events
_ch0_neuron0,15.7258,23,exp-events
_ch0_neuron0,16.2199,23,exp-events
_ch0_neuron0,16.7078,23,exp-events
_ch0_neuron0,17.1898,23,exp-events
_ch0_neuron0,17.6708,23,exp-events
_ch0_neuron0,18.1569,23,exp-events
_ch0_neuron0,18.66,23,exp-events
_ch0_neuron0,19.1701,23,exp-events
_ch0_neuron0,19.6751,23,exp-events
_ch0_neuron0,20.1666,23,exp-events
_ch0_neuron0,20.6667,23,exp-events
_ch0_neuron0,21.1714,23,exp-events
_ch0_neuron0,21.6848,23,exp-events
_ch0_neuron0,22.2019,23,exp-events
_ch0_neuron0,22.7048,23,exp-events
_ch0_neuron0,23.1995,23,exp-events
_ch0_neuron0,23.6973,23,exp-events
_ch0_neuron0,24.2075,23,exp-events
_ch0_neuron0,24.7513,23,exp-events
_ch0_neuron0,25.3194,23,exp-events
_ch0_neuron0,25.9127,23,exp-events
_ch0_neuron0,26.5132,23,exp-events
_ch0_neuron0,27.1066,23,exp-events
_ch0_neuron0,27.6866,23,exp-events
_ch0_neuron0,28.2543,23,exp-events
_ch0_neuron0,28.8131,23,exp-events
_ch0_neuron0,29.3684,23,exp-events
_ch0_neuron0,29.9176,23,exp-events
_ch0_neuron0,30.4659,23,exp-events
_ch0_neuron0,31.0123,23,exp-events
_ch0_neuron0,31.5481,23,exp-events
_ch0_neuron0,32.0682,23,exp-events
_ch0_neuron0,32.5752,23,exp-events
_ch0_neuron0,33.067,23,exp-events
_ch0_neuron0,33.5532,23,exp-events
_ch0_neuron0,34.0428,23,exp-events
_ch0_neuron0,34.5344,23,exp-events
_ch0_neuron0,35.037,23,exp-events
_ch0_neuron0,35.5616,23,exp-events
_ch0_neuron0,36.0903,23,exp-events
_ch0_neuron0,36.6334,23,exp-events
_ch0_neuron0,37.1788,23,exp-events
_ch0_neuron0,37.7243,23,exp-events
_ch0_neuron0,38.2585,23,exp-events
_ch0_neuron0,38.7858,23,exp-events
_ch0_neuron0,39.3116,23,exp-events
_ch0_neuron0,39.8355,23,exp-events
_ch0_neuron0,40.36,23,exp-events
_ch0_neuron0,40.8855,23,exp-events
_ch0_neuron0,41.4083,23,exp-events
_ch0_neuron0,41.9634,23,exp-events
_ch0_neuron0,42.6005,23,exp-events
_ch0_neuron0,43.3808,23,exp-events
_ch0_neuron0,44.1247,23,exp-events
_ch0_neuron0,44.7515,23,exp-events
_ch0_neuron0,45.3288,23,exp-events
_ch0_neuron0,45.8708,23,exp-events
_ch0_neuron0,46.3947,23,exp-events
_ch0_neuron0,46.9104,23,exp-events
_ch0_neuron0,47.4323,23,exp-events
_ch0_neuron0,47.9639,23,exp-events
_ch0_neuron0,48.4955,23,exp-events
_ch0_neuron0,49.0363,23,exp-events
_ch0_neuron0,49.5814,23,exp-events
_ch0_neuron0,50.1421,23,exp-events
_ch0_neuron0,50.7039,23,exp-events
_ch0_neuron0,51.2617,23,exp-events
_ch0_neuron0,51.8148,23,exp-events
_ch0_neuron0,52.3828,23,exp-events
_ch0_neuron0,52.9798,23,exp-events
_ch0_neuron0,53.6309,23,exp-events
_ch0_neuron0,54.312,23,exp-events
_ch0_neuron0,54.9643,23,exp-events
_ch0_neuron0,55.5756,23,exp-events
_ch0_neuron0,56.158,23,exp-events
_ch0_neuron0,56.7174,23,exp-events
_ch0_neuron0,57.2599,23,exp-events
_ch0_neuron0,57.7824,23,exp-events
_ch0_neuron0,58.2952,23,exp-events
_ch0_neuron0,58.8128,23,exp-events
_ch0_neuron0,59.3462,23,exp-events
_ch0_neuron0,59.8919,23,exp-events
_neuron0threshhig15569,0.0,23,exp-events
_neuron0threshlow9659,0.0,23,exp-events
_ch0_neuron0,0.9259,24,bs-events
_ch0_neuron0,1.8381,24,bs-events
_ch0_neuron0,2.7529,24,bs-events
_ch0_neuron0,3.6748,24,bs-events
_ch0_neuron0,4.491,24,bs-events
_ch0_neuron0,5.3624,24,bs-events
_ch0_neuron0,6.3096,24,bs-events
_ch0_neuron0,7.2296,24,bs-events
_ch0_neuron0,8.0553,24,bs-events
_ch0_neuron0,8.9507,24,bs-events
_ch0_neuron0,9.8826,24,bs-events
_ch0_neuron0,10.764,24,bs-events
_ch0_neuron0,11.0592,24,bs-events
_ch0_neuron0,11.6422,24,bs-events
_ch0_neuron0,12.5952,24,bs-events
_ch0_neuron0,13.599,24,bs-events
_ch0_neuron0,14.4787,24,bs-events
_ch0_neuron0,15.3191,24,bs-events
_neuron0threshhig-3070,0.0,24,bs-events
_neuron0threshlow-6450,0.0,24,bs-events
_ch0_neuron0,0.6693,24,exp-events
_ch0_neuron0,1.3674,24,exp-events
_ch0_neuron0,2.2234,24,exp-events
_ch0_neuron0,3.1173,24,exp-events
_ch0_neuron0,3.9184,24,exp-events
_ch0_neuron0,4.7015,24,exp-events
_ch0_neuron0,5.5886,24,exp-events
_ch0_neuron0,6.4987,24,exp-events
_ch0_neuron0,7.2899,24,exp-events
_ch0_neuron0,8.0407,24,exp-events
_ch0_neuron0,8.8987,24,exp-events
_ch0_neuron0,9.7928,24,exp-events
_ch0_neuron0,10.5655,24,exp-events
_ch0_neuron0,11.3781,24,exp-events
_ch0_neuron0,12.356,24,exp-events
_ch0_neuron0,13.3023,24,exp-events
_ch0_neuron0,14.2025,24,exp-events
_ch0_neuron0,15.1606,24,exp-events
_ch0_neuron0,16.116,24,exp-events
_ch0_neuron0,16.972,24,exp-events
_ch0_neuron0,17.8915,24,exp-events
_ch0_neuron0,18.826,24,exp-events
_ch0_neuron0,19.6542,24,exp-events
_ch0_neuron0,20.5146,24,exp-events
_ch0_neuron0,21.4423,24,exp-events
_ch0_neuron0,22.3064,24,exp-events
_ch0_neuron0,23.1178,24,exp-events
_ch0_neuron0,24.0971,24,exp-events
_ch0_neuron0,25.1051,24,exp-events
_ch0_neuron0,26.0121,24,exp-events
_ch0_neuron0,26.9776,24,exp-events
_ch0_neuron0,27.9765,24,exp-events
_ch0_neuron0,28.879,24,exp-events
_ch0_neuron0,29.7949,24,exp-events
_ch0_neuron0,30.7635,24,exp-events
_ch0_neuron0,31.6801,24,exp-events
_ch0_neuron0,32.5259,24,exp-events
_ch0_neuron0,33.4956,24,exp-events
_ch0_neuron0,34.473,24,exp-events
_ch0_neuron0,35.3407,24,exp-events
_ch0_neuron0,36.2871,24,exp-events
_ch0_neuron0,37.2537,24,exp-events
_ch0_neuron0,38.1257,24,exp-events
_ch0_neuron0,39.0875,24,exp-events
_ch0_neuron0,40.055,24,exp-events
_ch0_neuron0,40.9426,24,exp-events
_ch0_neuron0,41.9359,24,exp-events
_ch0_neuron0,42.9364,24,exp-events
_ch0_neuron0,43.8645,24,exp-events
_ch0_neuron0,44.8895,24,exp-events
_ch0_neuron0,45.9663,24,exp-events
_ch0_neuron0,46.9754,24,exp-events
_ch0_neuron0,47.8983,24,exp-events
_ch0_neuron0,48.8954,24,exp-events
_ch0_neuron0,49.8799,24,exp-events
_ch0_neuron0,50.7796,24,exp-events
_ch0_neuron0,51.7006,24,exp-events
_ch0_neuron0,52.737,24,exp-events
_ch0_neuron0,53.7321,24,exp-events
_ch0_neuron0,54.695,24,exp-events
_ch0_neuron0,55.7278,24,exp-events
_ch0_neuron0,56.6599,24,exp-events
_ch0_neuron0,57.5148,24,exp-events
_ch0_neuron0,58.4804,24,exp-events
_ch0_neuron0,59.4702,24,exp-events
_neuron0threshhig-3835,0.0,24,exp-events
_neuron0threshlow-7802,0.0,24,exp-events
_ch0_neuron0,0.6647,25,bs-events
_ch0_neuron0,1.5802,25,bs-events
_ch0_neuron0,2.4816,25,bs-events
_ch0_neuron0,3.3395,25,bs-events
_ch0_neuron0,4.142,25,bs-events
_ch0_neuron0,4.914,25,bs-events
_ch0_neuron0,5.6968,25,bs-events
_ch0_neuron0,6.4971,25,bs-events
_ch0_neuron0,7.3309,25,bs-events
_ch0_neuron0,8.2052,25,bs-events
_ch0_neuron0,9.0757,25,bs-events
_ch0_neuron0,9.9276,25,bs-events
_ch0_neuron0,10.7664,25,bs-events
_ch0_neuron0,11.6018,25,bs-events
_ch0_neuron0,12.4451,25,bs-events
_ch0_neuron0,13.2727,25,bs-events
_ch0_neuron0,14.0381,25,bs-events
_ch0_neuron0,14.8495,25,bs-events
_neuron0threshhig15569,0.0,25,bs-events
_neuron0threshlow12738,0.0,25,bs-events
_ch0_neuron0,0.4417,25,exp-events
_ch0_neuron0,0.8961,25,exp-events
_ch0_neuron0,1.3496,25,exp-events
_ch0_neuron0,1.8043,25,exp-events
_ch0_neuron0,2.2601,25,exp-events
_ch0_neuron0,2.7204,25,exp-events
_ch0_neuron0,3.1866,25,exp-events
_ch0_neuron0,3.6592,25,exp-events
_ch0_neuron0,4.1366,25,exp-events
_ch0_neuron0,4.6127,25,exp-events
_ch0_neuron0,5.0861,25,exp-events
_ch0_neuron0,5.5599,25,exp-events
_ch0_neuron0,6.0377,25,exp-events
_ch0_neuron0,6.5186,25,exp-events
_ch0_neuron0,7.0151,25,exp-events
_ch0_neuron0,7.528,25,exp-events
_ch0_neuron0,8.0514,25,exp-events
_ch0_neuron0,8.5751,25,exp-events
_ch0_neuron0,9.0892,25,exp-events
_ch0_neuron0,9.5876,25,exp-events
_ch0_neuron0,10.0765,25,exp-events
_ch0_neuron0,10.5606,25,exp-events
_ch0_neuron0,11.0403,25,exp-events
_ch0_neuron0,11.5203,25,exp-events
_ch0_neuron0,12.0019,25,exp-events
_ch0_neuron0,12.4933,25,exp-events
_ch0_neuron0,13.0023,25,exp-events
_ch0_neuron0,13.5333,25,exp-events
_ch0_neuron0,14.0816,25,exp-events
_ch0_neuron0,14.644,25,exp-events
_ch0_neuron0,15.1962,25,exp-events
_ch0_neuron0,15.7313,25,exp-events
_ch0_neuron0,16.2487,25,exp-events
_ch0_neuron0,16.755,25,exp-events
_ch0_neuron0,17.2564,25,exp-events
_ch0_neuron0,17.759,25,exp-events
_ch0_neuron0,18.2587,25,exp-events
_ch0_neuron0,18.7587,25,exp-events
_ch0_neuron0,19.2681,25,exp-events
_ch0_neuron0,19.7984,25,exp-events
_ch0_neuron0,20.3252,25,exp-events
_ch0_neuron0,20.8546,25,exp-events
_ch0_neuron0,21.3876,25,exp-events
_ch0_neuron0,21.9222,25,exp-events
_ch0_neuron0,22.4494,25,exp-events
_ch0_neuron0,22.9834,25,exp-events
_ch0_neuron0,23.5253,25,exp-events
_ch0_neuron0,24.0753,25,exp-events
_ch0_neuron0,24.6219,25,exp-events
_ch0_neuron0,25.1637,25,exp-events
_ch0_neuron0,25.6963,25,exp-events
_ch0_neuron0,26.2142,25,exp-events
_ch0_neuron0,26.7176,25,exp-events
_ch0_neuron0,27.2073,25,exp-events
_ch0_neuron0,27.688,25,exp-events
_ch0_neuron0,28.1628,25,exp-events
_ch0_neuron0,28.6391,25,exp-events
_ch0_neuron0,29.1246,25,exp-events
_ch0_neuron0,29.6349,25,exp-events
_ch0_neuron0,30.178,25,exp-events
_ch0_neuron0,30.7412,25,exp-events
_ch0_neuron0,31.3194,25,exp-events
_ch0_neuron0,31.9015,25,exp-events
_ch0_neuron0,32.4866,25,exp-events
_ch0_neuron0,33.0629,25,exp-events
